Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
1017,DataTech Solutions,Email,Men 25-34,60 days,YouTube,0.12,"$11,738.00",2.57,Houston,English,495,8759,7,Fashionistas,14-10-2021
1018,TechCorp,Display,Men 18-24,60 days,Facebook,0.03,"$14,418.00",3.64,New York,Mandarin,234,5821,2,Fashionistas,15-10-2021
1019,DataTech Solutions,Display,Women 35-44,30 days,Instagram,0.06,"$17,788.00",2.52,Houston,Mandarin,729,4936,7,Tech Enthusiasts,16-10-2021
1020,Alpha Innovations,Influencer,Women 25-34,45 days,Google Ads,0.07,"$19,334.00",7.01,Miami,French,487,6873,1,Outdoor Adventurers,17-10-2021
1021,Alpha Innovations,Display,Women 35-44,15 days,Facebook,0.04,"$14,685.00",6.88,Miami,Mandarin,327,6024,10,Foodies,18-10-2021
1022,NexGen Systems,Social Media,All Ages,15 days,Facebook,0.13,"$16,040.00",6.74,Los Angeles,Spanish,837,7996,9,Tech Enthusiasts,19-10-2021
1023,Alpha Innovations,Search,Men 25-34,45 days,Email,0.1,"$12,268.00",4.55,Chicago,English,272,1605,5,Fashionistas,20-10-2021
1024,Innovate Industries,Social Media,Men 25-34,30 days,Email,0.08,"$8,309.00",5.88,Houston,German,772,4733,10,Health & Wellness,21-10-2021
1025,NexGen Systems,Influencer,Men 25-34,45 days,Website,0.09,"$11,797.00",5.71,Miami,German,611,7630,4,Outdoor Adventurers,22-10-2021
1026,Alpha Innovations,Email,Men 18-24,15 days,Google Ads,0.1,"$7,479.00",3.24,Los Angeles,Mandarin,725,2489,4,Fashionistas,23-10-2021
1027,Innovate Industries,Search,Men 25-34,15 days,YouTube,0.13,"$17,003.00",7.58,New York,Spanish,755,8216,3,Health & Wellness,24-10-2021
1028,TechCorp,Display,Men 18-24,45 days,YouTube,0.07,"$10,731.00",7.32,Chicago,English,857,2466,10,Outdoor Adventurers,25-10-2021
1029,Innovate Industries,Search,Women 35-44,45 days,Email,0.04,"$9,273.00",5.02,Houston,English,911,8189,4,Foodies,26-10-2021
1030,Alpha Innovations,Search,Men 25-34,45 days,Email,0.07,"$15,180.00",4.08,Houston,Spanish,449,8299,10,Foodies,27-10-2021
1031,Alpha Innovations,Display,All Ages,30 days,Instagram,0.13,"$7,471.00",7.43,Chicago,English,517,8909,1,Health & Wellness,28-10-2021
1032,TechCorp,Influencer,All Ages,15 days,Google Ads,0.02,"$16,533.00",3.66,Los Angeles,Mandarin,443,8182,6,Outdoor Adventurers,29-10-2021
1033,DataTech Solutions,Influencer,All Ages,15 days,Google Ads,0.06,"$10,500.00",2.03,Chicago,English,432,8910,5,Fashionistas,30-10-2021
1034,TechCorp,Email,Men 25-34,45 days,Website,0.13,"$13,760.00",5.04,Los Angeles,French,914,3650,6,Fashionistas,31-10-2021
1035,Alpha Innovations,Influencer,Women 35-44,30 days,Facebook,0.02,"$7,578.00",2.71,Los Angeles,German,952,6371,6,Outdoor Adventurers,01-11-2021
1036,DataTech Solutions,Social Media,Women 25-34,45 days,Facebook,0.13,"$19,947.00",2.99,New York,Spanish,792,1952,10,Fashionistas,02-11-2021
1037,NexGen Systems,Display,Men 18-24,30 days,Email,0.06,"$15,339.00",4.61,Los Angeles,Mandarin,998,8871,4,Health & Wellness,03-11-2021
1038,TechCorp,Search,Men 18-24,45 days,Instagram,0.13,"$18,421.00",7.95,Los Angeles,Spanish,343,1181,4,Health & Wellness,04-11-2021
1039,NexGen Systems,Email,All Ages,60 days,Facebook,0.11,"$6,121.00",5.58,Chicago,Mandarin,913,6420,7,Foodies,05-11-2021
1040,Innovate Industries,Social Media,Women 35-44,45 days,Email,0.12,"$5,650.00",5.47,Los Angeles,French,500,4548,8,Fashionistas,06-11-2021
1041,TechCorp,Search,Women 25-34,45 days,Facebook,0.04,"$19,324.00",7.98,Houston,French,886,2683,7,Outdoor Adventurers,07-11-2021
1042,DataTech Solutions,Influencer,Women 25-34,45 days,Website,0.01,"$5,402.00",3.93,Houston,French,169,2894,5,Health & Wellness,08-11-2021
1043,DataTech Solutions,Display,Men 18-24,45 days,Instagram,0.07,"$14,266.00",5.45,Houston,Spanish,115,3055,4,Foodies,09-11-2021
1044,TechCorp,Display,Women 25-34,60 days,Instagram,0.06,"$11,083.00",6.26,Los Angeles,German,708,6009,1,Fashionistas,10-11-2021
1045,Alpha Innovations,Influencer,Men 25-34,60 days,Website,0.11,"$9,871.00",5.16,Chicago,French,738,1895,8,Foodies,11-11-2021
1046,DataTech Solutions,Influencer,Women 35-44,30 days,Google Ads,0.13,"$5,661.00",3.42,Los Angeles,Mandarin,913,6158,1,Foodies,12-11-2021
1047,DataTech Solutions,Social Media,Men 25-34,60 days,Google Ads,0.03,"$6,384.00",5.66,New York,French,605,3563,6,Fashionistas,13-11-2021
1048,Alpha Innovations,Display,Women 25-34,15 days,Website,0.13,"$17,513.00",7.32,Los Angeles,German,958,5905,1,Outdoor Adventurers,14-11-2021
1049,DataTech Solutions,Display,All Ages,60 days,Google Ads,0.08,"$14,596.00",2.05,Houston,English,637,4212,9,Fashionistas,15-11-2021
1050,NexGen Systems,Social Media,Women 25-34,60 days,Email,0.14,"$16,057.00",6.59,Houston,German,338,5101,5,Fashionistas,16-11-2021
1051,TechCorp,Search,All Ages,60 days,Google Ads,0.06,"$16,052.00",4.28,Houston,Mandarin,832,6482,3,Foodies,17-11-2021
1052,Innovate Industries,Display,Men 25-34,60 days,Facebook,0.05,"$6,649.00",3.08,Los Angeles,German,771,1937,1,Foodies,18-11-2021
1053,Innovate Industries,Social Media,All Ages,60 days,YouTube,0.06,"$16,334.00",2.84,Chicago,French,653,4183,8,Fashionistas,19-11-2021
1054,NexGen Systems,Social Media,Women 25-34,60 days,Website,0.13,"$12,462.00",6.2,Los Angeles,French,987,8465,2,Fashionistas,20-11-2021
1055,Alpha Innovations,Email,Men 25-34,30 days,Website,0.08,"$13,326.00",3.45,Miami,German,756,9149,5,Outdoor Adventurers,21-11-2021
1056,Innovate Industries,Display,Men 25-34,15 days,Instagram,0.12,"$8,902.00",7.37,Miami,French,273,3784,9,Tech Enthusiasts,22-11-2021
1057,Alpha Innovations,Social Media,All Ages,45 days,Instagram,0.03,"$9,125.00",4.68,Miami,Spanish,558,5336,1,Health & Wellness,23-11-2021
1058,Alpha Innovations,Search,Women 35-44,30 days,YouTube,0.15,"$11,408.00",2.74,Houston,Mandarin,170,7670,3,Foodies,24-11-2021
1059,Innovate Industries,Search,Men 25-34,30 days,Google Ads,0.14,"$5,199.00",7,Miami,Mandarin,719,3907,6,Fashionistas,25-11-2021
1060,Innovate Industries,Email,Men 25-34,30 days,Facebook,0.07,"$18,797.00",4.23,Miami,French,326,7544,2,Health & Wellness,26-11-2021
1061,TechCorp,Email,Men 25-34,15 days,Facebook,0.06,"$16,926.00",3.6,New York,Spanish,340,8754,3,Fashionistas,27-11-2021
1062,Innovate Industries,Influencer,Women 25-34,45 days,Email,0.03,"$14,649.00",7.68,New York,Mandarin,814,6084,8,Tech Enthusiasts,28-11-2021
1063,NexGen Systems,Display,Men 18-24,60 days,Website,0.14,"$18,902.00",5.06,Houston,English,921,7989,8,Fashionistas,29-11-2021
1064,TechCorp,Influencer,Men 18-24,60 days,YouTube,0.07,"$5,751.00",2.84,New York,Spanish,468,3069,3,Foodies,30-11-2021
1065,Innovate Industries,Influencer,Men 18-24,60 days,YouTube,0.05,"$18,325.00",6.35,Chicago,Mandarin,596,1902,8,Outdoor Adventurers,01-12-2021
1066,TechCorp,Display,Women 35-44,30 days,Website,0.14,"$5,475.00",7.69,Houston,English,188,8909,3,Health & Wellness,02-12-2021
1067,Innovate Industries,Display,Men 25-34,30 days,Facebook,0.08,"$19,191.00",3.63,Chicago,Spanish,431,1465,3,Outdoor Adventurers,03-12-2021
1068,NexGen Systems,Social Media,All Ages,45 days,YouTube,0.09,"$7,993.00",5.03,Chicago,Spanish,155,6114,4,Outdoor Adventurers,04-12-2021
1069,Innovate Industries,Social Media,All Ages,45 days,Instagram,0.07,"$8,980.00",6.94,Los Angeles,French,965,4505,7,Outdoor Adventurers,05-12-2021
1070,Alpha Innovations,Email,Women 35-44,60 days,Email,0.14,"$15,534.00",3.85,Miami,English,405,8649,2,Tech Enthusiasts,06-12-2021
1071,DataTech Solutions,Social Media,Men 25-34,60 days,Website,0.11,"$7,980.00",7.49,Miami,English,754,5957,1,Health & Wellness,07-12-2021
1072,Innovate Industries,Influencer,Men 18-24,60 days,YouTube,0.08,"$5,161.00",7.17,Houston,Mandarin,786,1961,5,Health & Wellness,08-12-2021
1073,DataTech Solutions,Email,Women 35-44,60 days,Instagram,0.11,"$16,999.00",6,Miami,French,346,3558,5,Foodies,09-12-2021
1074,Innovate Industries,Display,Men 18-24,60 days,Instagram,0.02,"$8,684.00",3.29,New York,English,536,5612,7,Health & Wellness,10-12-2021
1075,TechCorp,Display,All Ages,60 days,Instagram,0.14,"$6,548.00",5.41,New York,Spanish,583,1081,1,Health & Wellness,11-12-2021
1076,NexGen Systems,Email,Men 25-34,60 days,Website,0.08,"$19,584.00",5.86,New York,English,895,2941,9,Outdoor Adventurers,12-12-2021
1077,TechCorp,Influencer,Women 35-44,30 days,YouTube,0.02,"$8,779.00",2.68,Los Angeles,German,202,6358,2,Outdoor Adventurers,13-12-2021
1078,DataTech Solutions,Influencer,Men 18-24,30 days,Instagram,0.07,"$19,568.00",7.09,Miami,Mandarin,140,4789,5,Foodies,14-12-2021
1079,TechCorp,Email,Men 18-24,60 days,Google Ads,0.15,"$13,953.00",7.49,Chicago,Mandarin,981,7707,3,Foodies,15-12-2021
1080,Alpha Innovations,Search,Men 18-24,60 days,Google Ads,0.06,"$5,852.00",6.99,Miami,Mandarin,130,4084,3,Foodies,16-12-2021
1081,TechCorp,Influencer,Women 35-44,60 days,Website,0.05,"$19,102.00",2.25,Miami,Mandarin,644,6303,7,Health & Wellness,17-12-2021
1082,Alpha Innovations,Social Media,Women 25-34,15 days,YouTube,0.01,"$13,496.00",4.16,Los Angeles,English,323,9354,5,Fashionistas,18-12-2021
1083,NexGen Systems,Display,Women 35-44,30 days,Google Ads,0.09,"$19,387.00",7.31,Houston,Mandarin,962,5420,8,Health & Wellness,19-12-2021
1084,Innovate Industries,Search,Women 35-44,30 days,Facebook,0.03,"$16,204.00",2.29,Miami,Mandarin,531,7986,10,Foodies,20-12-2021
1085,Alpha Innovations,Search,Men 18-24,60 days,Instagram,0.09,"$7,916.00",7.26,Houston,German,458,5532,5,Foodies,21-12-2021
1086,Alpha Innovations,Search,Women 35-44,30 days,Facebook,0.13,"$16,357.00",5.83,Miami,Spanish,497,3236,7,Tech Enthusiasts,22-12-2021
1087,DataTech Solutions,Email,Women 35-44,30 days,YouTube,0.05,"$14,641.00",6.17,Los Angeles,Spanish,826,6562,5,Health & Wellness,23-12-2021
1088,NexGen Systems,Influencer,Men 18-24,30 days,YouTube,0.07,"$19,269.00",5.64,New York,English,606,3427,1,Fashionistas,24-12-2021
1089,TechCorp,Influencer,Men 18-24,30 days,Email,0.02,"$6,072.00",6.56,Chicago,Mandarin,637,6409,10,Outdoor Adventurers,25-12-2021
1090,DataTech Solutions,Search,Men 18-24,45 days,Website,0.06,"$17,093.00",5.93,Chicago,English,748,5909,6,Outdoor Adventurers,26-12-2021
1091,Alpha Innovations,Social Media,Men 18-24,60 days,YouTube,0.04,"$9,762.00",7.48,Chicago,Mandarin,691,9981,10,Foodies,27-12-2021
1092,NexGen Systems,Email,All Ages,30 days,Website,0.01,"$11,964.00",3.32,Houston,Mandarin,469,3793,9,Health & Wellness,28-12-2021
1093,TechCorp,Social Media,Men 18-24,60 days,Instagram,0.08,"$18,902.00",6.58,New York,Mandarin,204,3753,1,Foodies,29-12-2021
1094,Alpha Innovations,Email,Men 25-34,15 days,Instagram,0.14,"$13,681.00",2.02,Houston,Mandarin,460,1936,10,Fashionistas,30-12-2021
1095,NexGen Systems,Email,Women 35-44,30 days,Website,0.07,"$9,320.00",2.55,Miami,French,951,3500,5,Tech Enthusiasts,31-12-2021
1096,NexGen Systems,Search,Men 25-34,45 days,Email,0.02,"$16,024.00",2.95,Chicago,Mandarin,929,5720,3,Foodies,01-01-2021
1097,Innovate Industries,Display,Women 25-34,15 days,Website,0.11,"$15,793.00",5.84,New York,Mandarin,681,1586,3,Fashionistas,02-01-2021
1098,DataTech Solutions,Search,Women 35-44,60 days,Google Ads,0.03,"$7,867.00",5.67,Los Angeles,Spanish,344,4687,3,Outdoor Adventurers,03-01-2021
1099,NexGen Systems,Display,Men 25-34,30 days,YouTube,0.05,"$16,413.00",6.12,Los Angeles,German,433,1151,7,Foodies,04-01-2021
1100,TechCorp,Social Media,Men 18-24,15 days,Website,0.07,"$16,805.00",5.29,New York,Mandarin,965,6252,3,Foodies,05-01-2021
1101,Innovate Industries,Influencer,All Ages,45 days,Website,0.14,"$18,698.00",7.99,Los Angeles,Mandarin,994,8016,4,Foodies,06-01-2021
1102,Alpha Innovations,Search,Men 25-34,60 days,Website,0.05,"$19,242.00",3.42,Chicago,Spanish,721,3441,4,Tech Enthusiasts,07-01-2021
1103,NexGen Systems,Search,All Ages,60 days,Facebook,0.11,"$8,254.00",3.66,Chicago,German,414,1726,2,Outdoor Adventurers,08-01-2021
1104,DataTech Solutions,Search,Men 25-34,60 days,YouTube,0.02,"$16,525.00",4.98,New York,Mandarin,107,3068,10,Health & Wellness,09-01-2021
1105,Alpha Innovations,Social Media,Men 25-34,15 days,Email,0.1,"$17,111.00",6.79,Chicago,English,445,6826,7,Tech Enthusiasts,10-01-2021
1106,TechCorp,Email,Women 35-44,45 days,Website,0.05,"$14,379.00",2.46,New York,Mandarin,865,5147,1,Outdoor Adventurers,11-01-2021
1107,Alpha Innovations,Display,Women 25-34,15 days,YouTube,0.13,"$19,873.00",6.12,New York,Spanish,846,7513,1,Tech Enthusiasts,12-01-2021
1108,Alpha Innovations,Social Media,Men 25-34,30 days,YouTube,0.1,"$12,913.00",3.41,Miami,English,196,3515,6,Tech Enthusiasts,13-01-2021
1109,Alpha Innovations,Email,Women 35-44,15 days,Instagram,0.01,"$7,847.00",3.62,Los Angeles,French,470,1494,4,Fashionistas,14-01-2021
1110,Alpha Innovations,Email,Women 35-44,60 days,Website,0.13,"$5,815.00",6.66,Los Angeles,French,442,9213,1,Outdoor Adventurers,15-01-2021
1111,DataTech Solutions,Social Media,All Ages,30 days,Google Ads,0.1,"$17,787.00",3.05,Chicago,English,519,2919,1,Fashionistas,16-01-2021
1112,DataTech Solutions,Social Media,All Ages,60 days,Instagram,0.15,"$17,972.00",4.43,Miami,English,736,4806,4,Tech Enthusiasts,17-01-2021
1113,Innovate Industries,Display,Women 35-44,30 days,Facebook,0.02,"$6,403.00",3.78,Los Angeles,Mandarin,295,5038,3,Tech Enthusiasts,18-01-2021
1114,Innovate Industries,Display,Men 18-24,15 days,Email,0.06,"$16,146.00",4.04,Miami,Spanish,559,7335,9,Tech Enthusiasts,19-01-2021
1115,TechCorp,Email,Men 18-24,60 days,Instagram,0.07,"$15,607.00",3.48,Miami,German,632,8634,6,Tech Enthusiasts,20-01-2021
1116,DataTech Solutions,Social Media,Men 18-24,15 days,YouTube,0.05,"$14,985.00",5.6,New York,Mandarin,229,5185,3,Tech Enthusiasts,21-01-2021
1117,Innovate Industries,Search,Women 25-34,60 days,Google Ads,0.06,"$17,359.00",4.91,Chicago,English,422,9092,7,Foodies,22-01-2021
1118,Alpha Innovations,Display,Women 25-34,30 days,Google Ads,0.11,"$9,925.00",5.25,Chicago,Spanish,183,6148,4,Outdoor Adventurers,23-01-2021
1119,DataTech Solutions,Social Media,Women 25-34,60 days,Facebook,0.04,"$9,441.00",5.24,Miami,English,783,2998,3,Outdoor Adventurers,24-01-2021
1120,NexGen Systems,Influencer,All Ages,15 days,Email,0.02,"$16,223.00",5.87,Houston,English,271,4829,10,Outdoor Adventurers,25-01-2021
1121,TechCorp,Social Media,Women 25-34,45 days,Instagram,0.15,"$17,378.00",7.61,Miami,English,599,1933,2,Fashionistas,26-01-2021
1122,NexGen Systems,Influencer,All Ages,15 days,Google Ads,0.1,"$8,972.00",6.26,Los Angeles,Mandarin,441,6555,5,Fashionistas,27-01-2021
1123,Alpha Innovations,Display,Men 25-34,30 days,YouTube,0.03,"$11,862.00",3.96,Los Angeles,Mandarin,224,7841,6,Health & Wellness,28-01-2021
1124,NexGen Systems,Display,All Ages,30 days,Facebook,0.05,"$7,215.00",5.84,Miami,Mandarin,718,6491,1,Foodies,29-01-2021
1125,Alpha Innovations,Influencer,Men 25-34,45 days,YouTube,0.07,"$14,858.00",6.56,Los Angeles,German,608,7267,6,Fashionistas,30-01-2021
1126,TechCorp,Display,Women 35-44,15 days,Instagram,0.08,"$11,918.00",7.52,Houston,French,490,9394,9,Foodies,31-01-2021
1127,Alpha Innovations,Influencer,All Ages,15 days,Instagram,0.01,"$17,380.00",4.86,Miami,French,303,4035,1,Outdoor Adventurers,01-02-2021
1128,NexGen Systems,Influencer,Men 18-24,30 days,YouTube,0.04,"$9,649.00",5.63,Los Angeles,French,624,3250,7,Fashionistas,02-02-2021
1129,Alpha Innovations,Influencer,Women 25-34,45 days,Email,0.09,"$19,192.00",6.02,Chicago,English,930,8704,7,Foodies,03-02-2021
1130,NexGen Systems,Search,Men 25-34,15 days,Website,0.09,"$12,752.00",7.14,Chicago,English,599,5013,6,Outdoor Adventurers,04-02-2021
1131,TechCorp,Email,Women 25-34,45 days,Instagram,0.01,"$13,448.00",4.85,Miami,Spanish,645,4981,6,Fashionistas,05-02-2021
1132,TechCorp,Social Media,Men 25-34,15 days,Instagram,0.11,"$14,134.00",4.82,Los Angeles,Mandarin,964,9933,8,Tech Enthusiasts,06-02-2021
1133,NexGen Systems,Search,Men 25-34,15 days,Instagram,0.02,"$11,417.00",5.89,New York,German,755,8314,4,Health & Wellness,07-02-2021
1134,Innovate Industries,Influencer,Men 25-34,15 days,Facebook,0.15,"$8,905.00",6.33,Houston,Mandarin,378,5518,2,Health & Wellness,08-02-2021
1135,Alpha Innovations,Social Media,All Ages,45 days,Instagram,0.13,"$9,545.00",3.23,Los Angeles,German,263,2369,1,Health & Wellness,09-02-2021
1136,DataTech Solutions,Email,Men 18-24,15 days,Email,0.05,"$10,596.00",2.03,Chicago,German,768,9505,2,Health & Wellness,10-02-2021
1137,NexGen Systems,Search,Men 18-24,15 days,Instagram,0.1,"$13,263.00",7.51,Miami,English,515,2644,7,Foodies,11-02-2021
1138,TechCorp,Influencer,Women 25-34,45 days,Facebook,0.02,"$8,683.00",5.49,Los Angeles,Spanish,290,9970,9,Foodies,12-02-2021
1139,DataTech Solutions,Email,All Ages,60 days,YouTube,0.14,"$14,398.00",5.18,New York,French,473,7580,9,Foodies,13-02-2021
1140,TechCorp,Search,Women 25-34,15 days,YouTube,0.15,"$19,584.00",2.09,New York,German,997,2857,8,Fashionistas,14-02-2021
1141,NexGen Systems,Search,All Ages,15 days,Email,0.08,"$19,509.00",7.83,Los Angeles,French,563,4062,2,Outdoor Adventurers,15-02-2021
1142,Alpha Innovations,Social Media,All Ages,30 days,Instagram,0.1,"$14,209.00",7.65,New York,English,504,6662,8,Health & Wellness,16-02-2021
1143,TechCorp,Influencer,All Ages,45 days,YouTube,0.05,"$11,127.00",5.66,New York,French,409,4617,5,Health & Wellness,17-02-2021
1144,Alpha Innovations,Social Media,Women 25-34,30 days,Website,0.12,"$19,765.00",3.9,New York,Spanish,986,6331,7,Outdoor Adventurers,18-02-2021
1145,TechCorp,Display,Men 18-24,45 days,Email,0.09,"$5,735.00",4.31,New York,English,806,2542,4,Fashionistas,19-02-2021
1146,Alpha Innovations,Display,Men 25-34,60 days,Website,0.11,"$11,503.00",5.51,New York,French,101,8500,2,Tech Enthusiasts,20-02-2021
1147,TechCorp,Email,Women 25-34,15 days,Google Ads,0.13,"$17,283.00",3.48,Los Angeles,French,120,7828,7,Foodies,21-02-2021
1148,Innovate Industries,Influencer,Men 25-34,15 days,Facebook,0.13,"$19,438.00",4.46,Los Angeles,English,661,4671,2,Tech Enthusiasts,22-02-2021
1149,NexGen Systems,Email,All Ages,45 days,Google Ads,0.04,"$15,887.00",2.99,Houston,Mandarin,796,2663,7,Fashionistas,23-02-2021
1150,Innovate Industries,Influencer,All Ages,30 days,Facebook,0.04,"$5,161.00",5.67,Chicago,German,893,4422,1,Outdoor Adventurers,24-02-2021
1151,Alpha Innovations,Search,All Ages,60 days,Website,0.06,"$5,477.00",3.24,Houston,French,728,4607,4,Outdoor Adventurers,25-02-2021
1152,Innovate Industries,Social Media,Women 25-34,15 days,Google Ads,0.02,"$16,392.00",7.86,Houston,English,892,4104,7,Fashionistas,26-02-2021
1153,NexGen Systems,Email,Men 18-24,45 days,Google Ads,0.1,"$15,726.00",2.25,Miami,German,167,9628,4,Tech Enthusiasts,27-02-2021
1154,Alpha Innovations,Influencer,Women 25-34,30 days,YouTube,0.14,"$9,693.00",7.07,Houston,French,809,6847,8,Health & Wellness,28-02-2021
1155,DataTech Solutions,Search,Men 25-34,15 days,Facebook,0.13,"$17,301.00",2.63,Chicago,French,493,1143,9,Health & Wellness,01-03-2021
1156,NexGen Systems,Email,Men 18-24,45 days,Facebook,0.07,"$10,528.00",7.86,Houston,French,519,2375,5,Fashionistas,02-03-2021
1157,Innovate Industries,Display,Women 25-34,15 days,Google Ads,0.01,"$6,939.00",5.87,New York,German,868,9416,8,Foodies,03-03-2021
1158,DataTech Solutions,Email,Men 18-24,45 days,Email,0.1,"$12,367.00",3.35,New York,German,299,1863,2,Fashionistas,04-03-2021
1159,TechCorp,Search,Men 18-24,30 days,Website,0.12,"$7,910.00",3.27,Houston,English,786,9483,9,Fashionistas,05-03-2021
1160,TechCorp,Social Media,Women 35-44,45 days,Facebook,0.12,"$6,708.00",2.26,Houston,German,268,6272,8,Foodies,06-03-2021
1161,DataTech Solutions,Display,Women 35-44,15 days,Instagram,0.1,"$7,666.00",5.44,Los Angeles,Spanish,284,7676,7,Foodies,07-03-2021
1162,Alpha Innovations,Display,Men 18-24,30 days,Facebook,0.01,"$5,252.00",5.28,New York,Mandarin,190,7902,3,Tech Enthusiasts,08-03-2021
1163,TechCorp,Social Media,Men 18-24,45 days,Instagram,0.11,"$19,256.00",2.32,Los Angeles,Spanish,937,1215,1,Health & Wellness,09-03-2021
1164,NexGen Systems,Display,Men 25-34,60 days,Website,0.09,"$18,364.00",2,Los Angeles,Spanish,704,5626,5,Tech Enthusiasts,10-03-2021
1165,Alpha Innovations,Email,Men 18-24,45 days,Facebook,0.14,"$10,702.00",6.18,Los Angeles,German,254,8482,7,Foodies,11-03-2021
1166,Innovate Industries,Email,Men 25-34,30 days,Google Ads,0.1,"$5,520.00",7.9,New York,German,257,4779,10,Health & Wellness,12-03-2021
1167,Alpha Innovations,Display,Men 18-24,60 days,Website,0.09,"$19,294.00",5.68,New York,Spanish,825,8314,9,Fashionistas,13-03-2021
1168,Innovate Industries,Search,Women 35-44,45 days,Website,0.12,"$15,356.00",4.64,Houston,Mandarin,905,3116,5,Foodies,14-03-2021
1169,DataTech Solutions,Email,Women 25-34,60 days,Instagram,0.03,"$6,684.00",6.5,Chicago,Spanish,824,3850,7,Tech Enthusiasts,15-03-2021
1170,TechCorp,Social Media,Men 25-34,45 days,Email,0.03,"$6,440.00",5.21,Houston,French,883,5190,4,Foodies,16-03-2021
1171,Alpha Innovations,Influencer,Women 25-34,30 days,Email,0.06,"$10,205.00",5.33,Houston,German,823,3836,9,Fashionistas,17-03-2021
1172,TechCorp,Influencer,Women 35-44,30 days,Facebook,0.09,"$12,273.00",6.41,Chicago,English,656,5109,3,Tech Enthusiasts,18-03-2021
1173,Alpha Innovations,Influencer,Men 25-34,15 days,Instagram,0.04,"$18,230.00",5.25,Miami,Mandarin,972,7060,6,Tech Enthusiasts,19-03-2021
1174,NexGen Systems,Display,Women 25-34,30 days,Facebook,0.03,"$6,437.00",5.29,Houston,French,426,2249,4,Tech Enthusiasts,20-03-2021
1175,NexGen Systems,Email,Men 25-34,15 days,Google Ads,0.12,"$17,550.00",7.01,Miami,Mandarin,163,4992,4,Outdoor Adventurers,21-03-2021
1176,NexGen Systems,Search,Women 35-44,15 days,Facebook,0.1,"$15,111.00",3.62,Miami,English,979,7222,9,Outdoor Adventurers,22-03-2021
1177,NexGen Systems,Search,Women 35-44,60 days,Website,0.06,"$5,111.00",5.31,Houston,German,918,5611,9,Tech Enthusiasts,23-03-2021
1178,TechCorp,Influencer,Women 25-34,60 days,Email,0.09,"$9,373.00",2.77,Chicago,Spanish,395,5952,9,Fashionistas,24-03-2021
1179,Alpha Innovations,Social Media,Women 25-34,15 days,Facebook,0.09,"$7,834.00",2.36,Miami,Mandarin,601,3533,8,Health & Wellness,25-03-2021
1180,NexGen Systems,Influencer,Women 25-34,30 days,Instagram,0.06,"$18,131.00",5.7,Los Angeles,German,812,8953,4,Fashionistas,26-03-2021
1181,DataTech Solutions,Search,Men 18-24,15 days,Email,0.08,"$9,160.00",6.21,Chicago,German,640,3840,10,Outdoor Adventurers,27-03-2021
1182,DataTech Solutions,Influencer,All Ages,60 days,Facebook,0.06,"$8,411.00",2.66,Houston,English,161,7493,8,Foodies,28-03-2021
1183,TechCorp,Search,All Ages,60 days,Google Ads,0.02,"$10,862.00",4.34,Los Angeles,Spanish,515,7070,6,Health & Wellness,29-03-2021
1184,NexGen Systems,Email,Women 35-44,45 days,YouTube,0.08,"$8,422.00",3.42,New York,English,758,1455,7,Tech Enthusiasts,30-03-2021
1185,DataTech Solutions,Search,Men 25-34,60 days,Email,0.06,"$18,330.00",4.57,Los Angeles,German,156,5696,3,Foodies,31-03-2021
1186,Alpha Innovations,Social Media,All Ages,60 days,Google Ads,0.05,"$19,233.00",3.65,New York,Spanish,122,8862,5,Health & Wellness,01-04-2021
1187,Innovate Industries,Display,Women 25-34,45 days,Google Ads,0.15,"$7,237.00",7.02,Los Angeles,French,357,2674,10,Tech Enthusiasts,02-04-2021
1188,TechCorp,Social Media,All Ages,30 days,Instagram,0.02,"$10,286.00",3.72,New York,Spanish,440,1835,3,Fashionistas,03-04-2021
1189,Alpha Innovations,Influencer,All Ages,60 days,Email,0.04,"$18,227.00",4.86,Miami,Mandarin,962,5137,5,Foodies,04-04-2021
1190,Innovate Industries,Social Media,All Ages,45 days,Website,0.03,"$14,614.00",2.41,Chicago,German,468,6010,9,Foodies,05-04-2021
1191,Alpha Innovations,Display,Women 25-34,60 days,Email,0.11,"$15,690.00",3.72,Los Angeles,French,510,1815,6,Outdoor Adventurers,06-04-2021
1192,NexGen Systems,Social Media,Women 35-44,30 days,Website,0.04,"$15,047.00",6.73,Miami,French,419,8498,1,Tech Enthusiasts,07-04-2021
1193,DataTech Solutions,Social Media,Women 25-34,45 days,Google Ads,0.15,"$19,216.00",6.52,New York,French,503,2413,9,Fashionistas,08-04-2021
1194,TechCorp,Display,Women 35-44,60 days,Google Ads,0.12,"$18,954.00",6.71,Los Angeles,French,103,5640,9,Fashionistas,09-04-2021
1195,TechCorp,Display,Men 18-24,30 days,Website,0.13,"$15,225.00",4.89,Miami,Spanish,273,3357,9,Fashionistas,10-04-2021
1196,Innovate Industries,Social Media,Men 25-34,45 days,Email,0.07,"$9,135.00",4.22,Miami,German,384,4130,8,Health & Wellness,11-04-2021
1197,TechCorp,Search,Women 25-34,60 days,Facebook,0.09,"$5,725.00",2.12,Chicago,Spanish,783,2198,4,Foodies,12-04-2021
1198,NexGen Systems,Influencer,Men 25-34,15 days,Website,0.15,"$13,571.00",3.98,Los Angeles,French,884,9638,2,Health & Wellness,13-04-2021
